,A,B,id,MSE
0,2662626.262626263,1000.0,619278,0.373194338769524
1,2722222.2222222225,1000.0,633678,0.3732849501096204
2,2603030.303030303,1000.0,604878,0.3733084951513279
3,2781818.1818181816,1000.0,648078,0.3735693721850193
4,2543434.3434343436,1000.0,590478,0.37363903783513913
5,2841414.1414141413,1000.0,662478,0.37403730490021736
6,2483838.383838384,1000.0,576078,0.3741984330042325
7,2901010.101010101,1000.0,676878,0.3746790574286951
8,2424242.4242424243,1000.0,561678,0.3749999044743241
9,2960606.0606060605,1000.0,691278,0.37548550010858267
10,2364646.4646464647,1000.0,547278,0.3760575806511589
11,3020202.02020202,1000.0,705678,0.3764480299606411
12,2305050.505050505,1000.0,532878,0.37738645237286894
13,3079797.97979798,1000.0,720078,0.37755847983629015
14,3139393.9393939395,1000.0,734478,0.37880918490434723
15,2245454.5454545454,1000.0,518478,0.37900250691323706
16,3198989.898989899,1000.0,748878,0.3801928396145995
17,2185858.5858585862,1000.0,504078,0.380922814915429
18,3258585.8585858587,1000.0,763278,0.38170252354264567
19,2126262.6262626266,1000.0,489678,0.38316568203087864
20,3318181.8181818184,1000.0,777678,0.38333174269223025
21,3377777.777777778,1000.0,792078,0.3850743481544276
22,2066666.6666666667,1000.0,475278,0.3857506274199307
23,3437373.7373737376,1000.0,806478,0.3869245141939283
24,2007070.707070707,1000.0,460878,0.3886985521476762
25,3496969.6969696973,1000.0,820878,0.38887673290030167
26,3556565.6565656564,1000.0,835278,0.39092573953599863
27,1947474.7474747475,1000.0,446478,0.3920319166830888
28,3616161.616161616,1000.0,849678,0.39306654027439575
29,3675757.5757575757,1000.0,864078,0.3952944296080781
30,1887878.7878787878,1000.0,432078,0.3957748616352668
31,3735353.5353535353,1000.0,878478,0.397604812719061
32,1828282.8282828282,1000.0,417678,0.3999532806166689
33,3794949.494949495,1000.0,892878,0.3999934295050903
34,3854545.4545454546,1000.0,907278,0.4024562259293668
35,1768686.8686868688,1000.0,403278,0.40459498851646714
36,3914141.414141414,1000.0,921678,0.40498936589190593
37,3973737.373737374,1000.0,936078,0.40758921127283365
38,1709090.9090909092,1000.0,388878,0.4097300049183376
39,4033333.3333333335,1000.0,950478,0.4102521834576182
40,4092929.292929293,1000.0,964878,0.4129750220974363
41,1649494.9494949495,1000.0,374478,0.41539061118251797
42,4152525.2525252528,1000.0,979278,0.4157545189158235
43,4212121.212121213,1000.0,993678,0.4185876387500112
44,4271717.1717171725,1000.0,1008078,0.42147155440686046
45,1589898.98989899,1000.0,360078,0.42161175957126196
46,4331313.131313131,1000.0,1022478,0.4244035479120217
47,4390909.090909091,1000.0,1036878,0.4273810461407205
48,1530303.0303030303,1000.0,345678,0.4284319101529027
49,4450505.05050505,1000.0,1051278,0.43040158814899765
