,A,B,id,MSE
0,2770909.0909090913,800.0,388878,0.2776026062213885
1,2871313.1313131317,800.0,403278,0.2777973763587359
2,2670505.0505050505,800.0,374478,0.2779750806676135
3,2971717.171717172,800.0,417678,0.27851085927161673
4,2570101.01010101,800.0,360078,0.278968555814773
5,3072121.2121212124,800.0,432078,0.27969909660492304
6,2469696.9696969697,800.0,345678,0.28064261529391765
7,3172525.2525252528,800.0,446478,0.28132208542517473
8,2369292.9292929294,800.0,331278,0.283063517105261
9,3272929.292929293,800.0,460878,0.2833432916082449
10,3373333.3333333335,800.0,475278,0.28572954987616145
11,2268888.888888889,800.0,316878,0.28630478252081437
12,3473737.373737374,800.0,489678,0.2884505865226243
13,2168484.8484848486,800.0,302478,0.2904479585292893
14,3574141.414141414,800.0,504078,0.2914786431215318
15,3674545.4545454546,800.0,518478,0.29478820346798107
16,2068080.8080808083,800.0,288078,0.29558460872380343
17,3774949.494949495,800.0,532878,0.29835568505055987
18,1967676.767676768,800.0,273678,0.30181686332699076
19,3875353.535353536,800.0,547278,0.3021595293070385
20,3975757.575757576,800.0,561678,0.30618001948086115
21,1867272.7272727273,800.0,259278,0.30925968719190977
22,4076161.6161616165,800.0,576078,0.3103990973616482
23,4176565.656565657,800.0,590478,0.31479999286614757
24,1766868.686868687,800.0,244878,0.31804183919718093
25,4276969.696969697,800.0,604878,0.3193672646070453
26,4377373.737373738,800.0,619278,0.32408682727229443
27,1666464.6464646466,800.0,230478,0.3283101617110521
28,4477777.777777778,800.0,633678,0.3289456818987007
29,4578181.818181818,800.0,648078,0.3339315797084109
30,4678585.858585859,800.0,662478,0.3390331957201389
31,1566060.6060606062,800.0,216078,0.3402306737152373
32,4778989.898989899,800.0,676878,0.3442402175432474
33,4879393.939393939,800.0,691278,0.34954281264320164
34,1465656.5656565658,800.0,201678,0.35399365440890723
35,4979797.97979798,800.0,705678,0.35493221590239366
36,5080202.02020202,800.0,720078,0.3604004552140784
37,5180606.060606061,800.0,734478,0.3659395103041569
38,1365252.5252525252,800.0,187278,0.36981505234159384
39,5281010.101010101,800.0,748878,0.3715424451368308
40,5381414.141414141,800.0,763278,0.3772027907035811
41,5481818.181818183,800.0,777678,0.3829145503421961
