,A,B,id,MSE
83,4736847.368421053,1684.2105263157894,52494,0.7578582346658378
84,5000000.0,1684.2105263157894,55374,0.7729821067746149
85,263252.63157894736,421.05263157894734,3102,0.7748560331729154
86,1052710.5263157894,1684.2105263157894,12174,0.7773090050888816
87,526405.2631578947,1263.157894736842,6270,0.7844740455892081
88,263252.63157894736,842.1052631578947,3246,0.8008346626710056
89,2368473.6842105263,2105.2631578947367,26718,0.8263903288031942
90,2631626.3157894737,2105.2631578947367,29598,0.8277673171180575
91,2105321.052631579,2105.2631578947367,23838,0.8295659942419602
92,2894778.947368421,2105.2631578947367,32478,0.8326366623465422
93,1842168.4210526315,2105.2631578947367,20958,0.838720801292147
94,3157931.578947368,2105.2631578947367,35358,0.8402025499601866
95,789557.894736842,1684.2105263157894,9294,0.8424317361893229
96,3421084.2105263155,2105.2631578947367,38238,0.849857329432145
97,1579015.789473684,2105.2631578947367,18078,0.8558142821197106
98,3684236.842105263,2105.2631578947367,41118,0.861130952259609
99,3947389.4736842103,2105.2631578947367,43998,0.8736539997278345
100,1315863.1578947369,2105.2631578947367,15198,0.8836055030074775
101,4210542.105263158,2105.2631578947367,46878,0.8871360019186119
102,4473694.736842105,2105.2631578947367,49758,0.9013469424212143
103,4736847.368421053,2105.2631578947367,52638,0.9161038090295412
104,1052710.5263157894,2105.2631578947367,12318,0.9260797965636623
105,263252.63157894736,1263.157894736842,3390,0.931188133901425
106,5000000.0,2105.2631578947367,55518,0.9312589790608756
107,526405.2631578947,1684.2105263157894,6414,0.9377884799882151
108,2368473.6842105263,2526.315789473684,26862,0.9623499090223986
109,2631626.3157894737,2526.315789473684,29742,0.96399776934335
110,2105321.052631579,2526.315789473684,23982,0.9651772670912007
111,2894778.947368421,2526.315789473684,32622,0.969069913391061
112,526405.2631578947,0.0,5838,0.9707928982373017
113,1842168.4210526315,2526.315789473684,21102,0.9738956355920776
114,3157931.578947368,2526.315789473684,35502,0.9767790405116018
115,3421084.2105263155,2526.315789473684,38382,0.9865256550462396
116,789557.894736842,2105.2631578947367,9438,0.9891785989015071
117,1579015.789473684,2526.315789473684,18222,0.9904514546838115
118,3684236.842105263,2526.315789473684,41262,0.997847447984015
119,3947389.4736842103,2526.315789473684,44142,1.0103815364911068
120,1315863.1578947369,2526.315789473684,15342,1.0175878410890205
121,4210542.105263158,2526.315789473684,47022,1.0238422487315604
122,100.0,842.1052631578947,366,1.0371237021440245
123,4473694.736842105,2526.315789473684,49902,1.0380030978603776
124,4736847.368421053,2526.315789473684,52782,1.052683975454359
125,100.0,421.05263157894734,222,1.0570917444019672
126,1052710.5263157894,2526.315789473684,12462,1.0592722903280318
127,5000000.0,2526.315789473684,55662,1.06773992919601
128,263252.63157894736,1684.2105263157894,3534,1.0785715384284587
129,2368473.6842105263,2947.368421052631,27006,1.0818525144373663
130,526405.2631578947,2105.2631578947367,6558,1.082156212231979
131,2631626.3157894737,2947.368421052631,29886,1.0835270102838441
132,2105321.052631579,2947.368421052631,24126,1.0846135531600778
133,2894778.947368421,2947.368421052631,32766,1.0885914233150775
134,1842168.4210526315,2947.368421052631,21246,1.093218641798496
135,3157931.578947368,2947.368421052631,35646,1.096262713306509
136,3421084.2105263155,2947.368421052631,38526,1.1059442934220733
137,1579015.789473684,2947.368421052631,18366,1.1096061776336288
138,3684236.842105263,2947.368421052631,41406,1.1171767219561497
139,789557.894736842,2526.315789473684,9582,1.1214257630159168
140,3947389.4736842103,2947.368421052631,44286,1.1295997026671594
141,1315863.1578947369,2947.368421052631,15486,1.136511139280953
142,4210542.105263158,2947.368421052631,47166,1.1429302046917458
143,100.0,1263.157894736842,510,1.1510418279243027
144,4473694.736842105,2947.368421052631,50046,1.1569444208859578
145,4736847.368421053,2947.368421052631,52926,1.1714641756543516
146,1052710.5263157894,2947.368421052631,12606,1.1778920727036304
147,5000000.0,2947.368421052631,55806,1.1863461828882698
148,2368473.6842105263,3368.4210526315787,27150,1.1873754778356118
149,2631626.3157894737,3368.4210526315787,30030,1.1889480111666713
150,2105321.052631579,3368.4210526315787,24270,1.190215572074465
151,2894778.947368421,3368.4210526315787,32910,1.1938902944064775
152,1842168.4210526315,3368.4210526315787,21390,1.198874185541822
153,3157931.578947368,3368.4210526315787,35790,1.2014217849770534
154,3421084.2105263155,3368.4210526315787,38670,1.2109483770885359
155,526405.2631578947,2526.315789473684,6702,1.213278970596538
156,1579015.789473684,3368.4210526315787,18510,1.215286801277503
157,263252.63157894736,2105.2631578947367,3678,1.2201434557786992
158,3684236.842105263,3368.4210526315787,41550,1.2220122420729675
159,3947389.4736842103,3368.4210526315787,44430,1.2342549648139016
160,789557.894736842,2947.368421052631,9726,1.239660196304437
161,1315863.1578947369,3368.4210526315787,15630,1.2421850633644913
162,4210542.105263158,3368.4210526315787,47310,1.247395736794568
163,4473694.736842105,3368.4210526315787,50190,1.2612117699839076
164,4736847.368421053,3368.4210526315787,53070,1.2755264070093024
165,2368473.6842105263,3789.4736842105262,27294,1.2810653517459267
166,2631626.3157894737,3789.4736842105262,30174,1.2824624605371588
167,1052710.5263157894,3368.4210526315787,12750,1.2835228227713262
168,2105321.052631579,3789.4736842105262,24414,1.2840682869106281
169,2894778.947368421,3789.4736842105262,33054,1.2872189333063582
170,5000000.0,3368.4210526315787,55950,1.2901976624297988
171,100.0,1684.2105263157894,654,1.2913798023936571
172,1842168.4210526315,3789.4736842105262,21534,1.2928754384853436
173,3157931.578947368,3789.4736842105262,35934,1.2945558105877906
174,263252.63157894736,0.0,2958,1.2999612244647856
175,3421084.2105263155,3789.4736842105262,38814,1.3038801331783425
176,1579015.789473684,3789.4736842105262,18654,1.3094205007409265
177,3684236.842105263,3789.4736842105262,41694,1.3147355551132098
178,3947389.4736842103,3789.4736842105262,44574,1.326764819189106
179,526405.2631578947,2947.368421052631,6846,1.331034518769178
180,1315863.1578947369,3789.4736842105262,15774,1.3364324065804087
181,4210542.105263158,3789.4736842105262,47454,1.3396875458579958
182,789557.894736842,3368.4210526315787,9870,1.3452050306432473
183,263252.63157894736,2526.315789473684,3822,1.3499354216530781
184,4473694.736842105,3789.4736842105262,50334,1.3532823399593163
185,2368473.6842105263,4210.526315789473,27438,1.3648013438919184
186,2631626.3157894737,4210.526315789473,30318,1.3659870762812218
187,4736847.368421053,3789.4736842105262,53214,1.3673738223886285
188,2105321.052631579,4210.526315789473,24558,1.368010171556022
189,2894778.947368421,4210.526315789473,33198,1.3705274518053099
190,1842168.4210526315,4210.526315789473,21678,1.3770164779572294
191,3157931.578947368,4210.526315789473,36078,1.3776442656158567
192,1052710.5263157894,3789.4736842105262,12894,1.3778624267751745
193,5000000.0,3789.4736842105262,56094,1.3818206736548289
194,3421084.2105263155,4210.526315789473,38958,1.3867461603226494
195,1579015.789473684,4210.526315789473,18798,1.3937523689189206
196,3684236.842105263,4210.526315789473,41838,1.397377679987427
197,3947389.4736842103,4210.526315789473,44718,1.4091820473893286
198,1315863.1578947369,4210.526315789473,15918,1.420945849178323
199,4210542.105263158,4210.526315789473,47598,1.4218798621645634
200,100.0,2105.2631578947367,798,1.4296642057531395
201,4473694.736842105,4210.526315789473,50478,1.4352502258390796
202,526405.2631578947,3368.4210526315787,6990,1.4364430564336117
203,789557.894736842,3789.4736842105262,10014,1.439612890407507
204,2368473.6842105263,4631.578947368421,27582,1.440029662862112
205,2631626.3157894737,4631.578947368421,30462,1.4409908545157595
206,2105321.052631579,4631.578947368421,24702,1.443461826711753
207,2894778.947368421,4631.578947368421,33342,1.4453062147149414
208,4736847.368421053,4210.526315789473,53358,1.4491180277522622
209,3157931.578947368,4631.578947368421,36222,1.452198359716746
210,1842168.4210526315,4631.578947368421,21822,1.4526896680720645
211,3421084.2105263155,4631.578947368421,39102,1.4610761951636084
212,1052710.5263157894,4210.526315789473,13038,1.4625460254790585
213,5000000.0,4210.526315789473,56238,1.4633425617160067
214,263252.63157894736,2947.368421052631,3966,1.4671041975399206
215,1579015.789473684,4631.578947368421,18942,1.4696441193481171
216,3684236.842105263,4631.578947368421,41982,1.471484698576805
217,3947389.4736842103,4631.578947368421,44862,1.483067770077601
218,4210542.105263158,4631.578947368421,47742,1.4955456445673778
219,1315863.1578947369,4631.578947368421,16062,1.4970516403721532
220,2368473.6842105263,5052.631578947368,27726,1.5078952763396654
221,2631626.3157894737,5052.631578947368,30606,1.5086343828613433
222,4473694.736842105,4631.578947368421,50622,1.5086974229017867
223,2105321.052631579,5052.631578947368,24846,1.511550992956907
224,2894778.947368421,5052.631578947368,33486,1.5127292621709176
225,3157931.578947368,5052.631578947368,36366,1.5194022120896225
226,1842168.4210526315,5052.631578947368,21966,1.5210031890342242
227,4736847.368421053,4631.578947368421,53502,1.5223481284687874
228,789557.894736842,4210.526315789473,10158,1.524453296016619
229,3421084.2105263155,5052.631578947368,39246,1.5280622881674204
230,526405.2631578947,3789.4736842105262,7134,1.5308923441716153
231,5000000.0,4631.578947368421,56382,1.5363568456990389
232,1579015.789473684,5052.631578947368,19086,1.5381825059221945
233,3684236.842105263,5052.631578947368,42126,1.5382544465968726
234,1052710.5263157894,4631.578947368421,13182,1.5388609526297479
235,3947389.4736842103,5052.631578947368,45006,1.5496223636112325
236,100.0,2526.315789473684,942,1.557886851082549
237,4210542.105263158,5052.631578947368,47886,1.5618864677757698
238,1315863.1578947369,5052.631578947368,16206,1.565814983962231
239,2368473.6842105263,5473.684210526316,27870,1.5693918007898708
240,2631626.3157894737,5473.684210526316,30750,1.5699152251275654
241,263252.63157894736,3368.4210526315787,4110,1.5723178994061584
242,2105321.052631579,5473.684210526316,24990,1.573264420581495
243,2894778.947368421,5473.684210526316,33630,1.5737956679131835
244,4473694.736842105,5052.631578947368,50766,1.5748261297641795
245,3157931.578947368,5473.684210526316,36510,1.5802557649252447
246,1842168.4210526315,5473.684210526316,22110,1.582935020461073
247,4736847.368421053,5052.631578947368,53646,1.5882664618029319
248,3421084.2105263155,5473.684210526316,39390,1.5887046940870047
249,3684236.842105263,5473.684210526316,42270,1.5986875976583215
250,1579015.789473684,5473.684210526316,19230,1.6003341125196258
251,789557.894736842,4631.578947368421,10302,1.60097132670273
252,5000000.0,5052.631578947368,56526,1.6020668184086622
253,1052710.5263157894,5052.631578947368,13326,1.6078483485344308
254,3947389.4736842103,5473.684210526316,45150,1.6098483586370218
255,526405.2631578947,4210.526315789473,7278,1.6158745590949053
256,4210542.105263158,5473.684210526316,48030,1.6219078903694006
257,2368473.6842105263,5894.736842105262,28014,1.6253859919697549
258,2631626.3157894737,5894.736842105262,30894,1.625701324726652
259,1315863.1578947369,5473.684210526316,16350,1.6281876855519095
260,2894778.947368421,5894.736842105262,33774,1.6293760362268856
261,2105321.052631579,5894.736842105262,25134,1.629468758300804
262,4473694.736842105,5473.684210526316,50910,1.6346457598182986
263,3157931.578947368,5894.736842105262,36654,1.6356330979746305
264,1842168.4210526315,5894.736842105262,22254,1.6393512593151218
265,3421084.2105263155,5894.736842105262,39534,1.643881896241027
266,4736847.368421053,5473.684210526316,53790,1.647887285756473
267,3684236.842105263,5894.736842105262,42414,1.65366775411399
268,1579015.789473684,5894.736842105262,19374,1.656963922831866
269,5000000.0,5473.684210526316,56670,1.6614919519373768
270,3947389.4736842103,5894.736842105262,45294,1.6646345014226305
271,263252.63157894736,3789.4736842105262,4254,1.666778919048213
272,789557.894736842,5052.631578947368,10446,1.6701813767838496
273,1052710.5263157894,5473.684210526316,13470,1.6704438810951248
274,100.0,2947.368421052631,1086,1.6743441708482798
275,4210542.105263158,5894.736842105262,48174,1.6765029589377263
276,2368473.6842105263,6315.78947368421,28158,1.6766064242745922
277,2631626.3157894737,6315.78947368421,31038,1.676726452450326
278,2894778.947368421,6315.78947368421,33918,1.6802088013617897
279,2105321.052631579,6315.78947368421,25278,1.680887608920425
280,1315863.1578947369,5894.736842105262,16494,1.6850324943538766
281,3157931.578947368,6315.78947368421,36798,1.686276459021164
282,4473694.736842105,5894.736842105262,51054,1.6890527175181012
283,1842168.4210526315,6315.78947368421,22398,1.690971535514492
284,526405.2631578947,4631.578947368421,7422,1.6925882804222243
285,3421084.2105263155,6315.78947368421,39678,1.6943387920609394
286,4736847.368421053,5894.736842105262,53934,1.7021090208228262
287,3684236.842105263,6315.78947368421,42558,1.7039409743371567
288,1579015.789473684,6315.78947368421,19518,1.7087884323745806
289,3947389.4736842103,6315.78947368421,45438,1.7147269480698286
290,5000000.0,5894.736842105262,56814,1.7155312486131487
291,2631626.3157894737,6736.8421052631575,31182,1.7235533164280334
292,2368473.6842105263,6736.8421052631575,28302,1.7236153584309597
293,4210542.105263158,6315.78947368421,48318,1.7264175115389409
294,2894778.947368421,6736.8421052631575,34062,1.7268565226702979
295,1052710.5263157894,5894.736842105262,13614,1.7275048787355596
296,2105321.052631579,6736.8421052631575,25422,1.7280814128528084
297,3157931.578947368,6736.8421052631575,36942,1.7327478744502713
298,789557.894736842,5473.684210526316,10590,1.7330008690371157
299,1315863.1578947369,6315.78947368421,16638,1.737063860450409
300,1842168.4210526315,6736.8421052631575,22542,1.7383530786796495
301,4473694.736842105,6315.78947368421,51198,1.7387921721180135
302,3421084.2105263155,6736.8421052631575,39822,1.7406366221013174
303,3684236.842105263,6736.8421052631575,42702,1.7500678484425771
304,4736847.368421053,6315.78947368421,54078,1.7516760561755969
305,263252.63157894736,4210.526315789473,4398,1.751885641820766
306,1579015.789473684,6736.8421052631575,19662,1.756360675612211
307,3947389.4736842103,6736.8421052631575,45582,1.760685237904555
308,526405.2631578947,5052.631578947368,7566,1.762018758145829
309,5000000.0,6315.78947368421,56958,1.764928380025534
310,2631626.3157894737,7157.894736842105,31326,1.7666658286296633
311,2368473.6842105263,7157.894736842105,28446,1.7668974818379823
312,2894778.947368421,7157.894736842105,34206,1.7698018315287318
313,2105321.052631579,7157.894736842105,25566,1.7715356198072052
314,4210542.105263158,6736.8421052631575,48462,1.772209689149905
315,3157931.578947368,7157.894736842105,37086,1.7755284049092197
316,100.0,0.0,78,1.7760484349398673
317,100.0,3368.4210526315787,1230,1.7792960998723595
318,1052710.5263157894,6315.78947368421,13758,1.7797452413629413
319,1842168.4210526315,7157.894736842105,22686,1.7819820415965781
320,3421084.2105263155,7157.894736842105,39966,1.7832545468813665
321,4473694.736842105,6736.8421052631575,51342,1.7844205283370926
322,1315863.1578947369,6736.8421052631575,16782,1.7848297451565378
323,789557.894736842,5894.736842105262,10734,1.7902794354799312
324,3684236.842105263,7157.894736842105,42846,1.7925253274657018
325,4736847.368421053,6736.8421052631575,54222,1.7971427475551418
326,1579015.789473684,7157.894736842105,19806,1.8001671740982952
327,3947389.4736842103,7157.894736842105,45726,1.8029844124808392
328,2631626.3157894737,7578.9473684210525,31470,1.806510301287515
329,2368473.6842105263,7578.9473684210525,28590,1.8069011584950223
330,2894778.947368421,7578.9473684210525,34350,1.809489130303731
331,5000000.0,6736.8421052631575,57102,1.8102355892074764
332,2105321.052631579,7578.9473684210525,25710,1.811700689885894
333,4210542.105263158,7157.894736842105,48606,1.8143526160380385
334,3157931.578947368,7578.9473684210525,37230,1.8150607224757567
335,1842168.4210526315,7578.9473684210525,22830,1.8223106610076731
336,3421084.2105263155,7578.9473684210525,40110,1.8226342643119013
337,526405.2631578947,5473.684210526316,7710,1.825062853316836
338,4473694.736842105,7157.894736842105,51486,1.8264095106518154
339,1052710.5263157894,6736.8421052631575,13902,1.8277077796911319
340,263252.63157894736,4631.578947368421,4542,1.8287863263996469
341,1315863.1578947369,7157.894736842105,16926,1.828816648929851
342,3684236.842105263,7578.9473684210525,42990,1.8317548649809665
343,4736847.368421053,7157.894736842105,54366,1.8389801726770039
344,1579015.789473684,7578.9473684210525,19950,1.8406615964084372
345,3947389.4736842103,7578.9473684210525,45870,1.8420665106816687
346,789557.894736842,6315.78947368421,10878,1.8427307235921635
347,2631626.3157894737,8000.0,31614,1.843450343727663
348,2368473.6842105263,8000.0,28734,1.8439899006948914
349,2894778.947368421,8000.0,34494,1.8462833772872993
350,2105321.052631579,8000.0,25854,1.8489406878884993
351,3157931.578947368,8000.0,37374,1.8517117173027744
352,5000000.0,7157.894736842105,57246,1.8519239730150492
353,4210542.105263158,7578.9473684210525,48750,1.853290075512312
354,3421084.2105263155,8000.0,40254,1.8591443774525103
355,1842168.4210526315,8000.0,22974,1.8597043024896063
356,4473694.736842105,7578.9473684210525,51630,1.8652047651730548
357,3684236.842105263,8000.0,43134,1.868126371955471
358,1315863.1578947369,7578.9473684210525,17070,1.8694793523020647
359,1052710.5263157894,7157.894736842105,14046,1.8718780050065735
360,100.0,3789.4736842105262,1374,1.8737350742861758
361,4736847.368421053,7578.9473684210525,54510,1.8776355508542546
362,1579015.789473684,8000.0,20094,1.8782112092679293
363,3947389.4736842103,8000.0,46014,1.878301592629417
364,526405.2631578947,5894.736842105262,7854,1.8825604428664742
365,4210542.105263158,8000.0,48894,1.8893909652352334
366,5000000.0,7578.9473684210525,57390,1.8904417099432222
367,789557.894736842,6736.8421052631575,11022,1.8908930129687407
368,263252.63157894736,5052.631578947368,4686,1.8984334895654367
369,4473694.736842105,8000.0,51774,1.901173985620284
370,1315863.1578947369,8000.0,17214,1.9071870134584459
371,1052710.5263157894,7578.9473684210525,14190,1.9127113522005101
372,4736847.368421053,8000.0,54654,1.9134755208289416
373,5000000.0,8000.0,57534,1.926154463122433
374,526405.2631578947,6315.78947368421,7998,1.9352243720078324
375,789557.894736842,7157.894736842105,11166,1.9352493415478076
376,1052710.5263157894,8000.0,14334,1.9505791825591294
377,100.0,4210.526315789473,1518,1.9589464599839888
378,263252.63157894736,5473.684210526316,4830,1.961702581459058
379,789557.894736842,7578.9473684210525,11310,1.9762559376474762
380,526405.2631578947,6736.8421052631575,8142,1.983589342575057
381,789557.894736842,8000.0,11454,2.014286100374053
382,263252.63157894736,5894.736842105262,4974,2.019420500766117
383,526405.2631578947,7157.894736842105,8286,2.0281347006904626
384,100.0,4631.578947368421,1662,2.036024009321344
385,526405.2631578947,7578.9473684210525,8430,2.0693172506911925
386,263252.63157894736,6315.78947368421,5118,2.0722986759986353
387,100.0,5052.631578947368,1806,2.1058831618025184
388,526405.2631578947,8000.0,8574,2.1075119096556114
389,263252.63157894736,6736.8421052631575,5262,2.120869043530611
390,263252.63157894736,7157.894736842105,5406,2.165606393426583
391,100.0,5473.684210526316,1950,2.169376920353736
392,263252.63157894736,7578.9473684210525,5550,2.206967725314543
393,100.0,5894.736842105262,2094,2.2273166816862133
394,263252.63157894736,8000.0,5694,2.2453292716970843
395,100.0,6315.78947368421,2238,2.2804103905678152
396,100.0,6736.8421052631575,2382,2.3291885959241476
397,100.0,7157.894736842105,2526,2.3741208696014273
398,100.0,7578.9473684210525,2670,2.415663900044244
399,100.0,8000.0,2814,2.4541947641096593
